workspace,name,version,license,direct,homepage,repository,path
"client","@babel/plugin-transform-regenerator","7.29.0","MIT","false","https://babel.dev/docs/en/next/babel-plugin-transform-regenerator","https://github.com/babel/babel.git","node_modules/@babel/plugin-transform-regenerator"
"client","@babel/plugin-transform-regexp-modifiers","7.28.6","MIT","false","https://babel.dev/docs/en/next/babel-plugin-transform-regexp-modifiers","https://github.com/babel/babel.git","node_modules/@babel/plugin-transform-regexp-modifiers"
"client","@babel/plugin-transform-reserved-words","7.27.1","MIT","false","https://babel.dev/docs/en/next/babel-plugin-transform-reserved-words","https://github.com/babel/babel.git","node_modules/@babel/plugin-transform-reserved-words"
"client","@babel/plugin-transform-runtime","7.29.0","MIT","false","https://babel.dev/docs/en/next/babel-plugin-transform-runtime","https://github.com/babel/babel.git","node_modules/@babel/plugin-transform-runtime"
"client","@babel/plugin-transform-shorthand-properties","7.27.1","MIT","false","https://babel.dev/docs/en/next/babel-plugin-transform-shorthand-properties","https://github.com/babel/babel.git","node_modules/@babel/plugin-transform-shorthand-properties"
"client","@babel/plugin-transform-spread","7.28.6","MIT","false","https://babel.dev/docs/en/next/babel-plugin-transform-spread","https://github.com/babel/babel.git","node_modules/@babel/plugin-transform-spread"
"client","@babel/plugin-transform-sticky-regex","7.27.1","MIT","false","https://babel.dev/docs/en/next/babel-plugin-transform-sticky-regex","https://github.com/babel/babel.git","node_modules/@babel/plugin-transform-sticky-regex"
"client","@babel/plugin-transform-template-literals","7.27.1","MIT","false","https://babel.dev/docs/en/next/babel-plugin-transform-template-literals","https://github.com/babel/babel.git","node_modules/@babel/plugin-transform-template-literals"
"client","@babel/plugin-transform-typeof-symbol","7.27.1","MIT","false","https://babel.dev/docs/en/next/babel-plugin-transform-typeof-symbol","https://github.com/babel/babel.git","node_modules/@babel/plugin-transform-typeof-symbol"
"client","@babel/plugin-transform-unicode-escapes","7.27.1","MIT","false","https://babel.dev/docs/en/next/babel-plugin-transform-unicode-escapes","https://github.com/babel/babel.git","node_modules/@babel/plugin-transform-unicode-escapes"
"client","@babel/plugin-transform-unicode-property-regex","7.28.6","MIT","false","https://babel.dev/docs/en/next/babel-plugin-transform-unicode-property-regex","https://github.com/babel/babel.git","node_modules/@babel/plugin-transform-unicode-property-regex"
"client","@babel/plugin-transform-unicode-regex","7.27.1","MIT","false","https://babel.dev/docs/en/next/babel-plugin-transform-unicode-regex","https://github.com/babel/babel.git","node_modules/@babel/plugin-transform-unicode-regex"
"client","@babel/plugin-transform-unicode-sets-regex","7.28.6","MIT","false","https://babel.dev/docs/en/next/babel-plugin-transform-unicode-sets-regex","https://github.com/babel/babel.git","node_modules/@babel/plugin-transform-unicode-sets-regex"
"client","@babel/preset-env","7.29.5","MIT","false","https://babel.dev/docs/en/next/babel-preset-env","https://github.com/babel/babel.git","node_modules/@babel/preset-env"
"client","@babel/preset-modules","0.1.6-no-external-plugins","MIT","false","","https://github.com/babel/preset-modules.git","node_modules/@babel/preset-modules"
"client","@babel/runtime","7.29.2","MIT","false","https://babel.dev/docs/en/next/babel-runtime","https://github.com/babel/babel.git","node_modules/@babel/runtime"
"server","@babel/runtime","7.29.7","MIT","false","https://babel.dev/docs/en/next/babel-runtime","https://github.com/babel/babel.git","server/node_modules/@babel/runtime"
"client","@babel/template","7.28.6","MIT","false","https://babel.dev/docs/en/next/babel-template","https://github.com/babel/babel.git","node_modules/@babel/template"
"server","@babel/template","7.28.6","MIT","false","https://babel.dev/docs/en/next/babel-template","https://github.com/babel/babel.git","server/node_modules/@babel/template"
"client","@babel/traverse","7.29.0","MIT","false","https://babel.dev/docs/en/next/babel-traverse","https://github.com/babel/babel.git","node_modules/@babel/traverse"
"client","@babel/types","7.29.0","MIT","false","https://babel.dev/docs/en/next/babel-types","https://github.com/babel/babel.git","node_modules/@babel/types"
"client","@bcoe/v8-coverage","0.2.3","MIT","false","https://demurgos.github.io/v8-coverage","git://github.com/demurgos/v8-coverage.git","node_modules/@bcoe/v8-coverage"
"server","@bcoe/v8-coverage","0.2.3","MIT","false","https://demurgos.github.io/v8-coverage","git://github.com/demurgos/v8-coverage.git","server/node_modules/@bcoe/v8-coverage"
"server","@colors/colors","1.6.0","MIT","false","https://github.com/DABH/colors.js","http://github.com/DABH/colors.js.git","server/node_modules/@colors/colors"
"server","@cspotcode/source-map-support","0.8.1","MIT","false","","https://github.com/cspotcode/node-source-map-support","server/node_modules/@cspotcode/source-map-support"
"server","@dabh/diagnostics","2.0.8","MIT","false","https://github.com/DABH/diagnostics","git://github.com/DABH/diagnostics.git","server/node_modules/@dabh/diagnostics"
"client","@discoveryjs/json-ext","0.5.7","MIT","false","","discoveryjs/json-ext","node_modules/@discoveryjs/json-ext"
"client","@endemolshinegroup/cosmiconfig-typescript-loader","3.0.2","MIT","false","https://github.com/EndemolShineGroup/cosmiconfig-typescript-loader","https://github.com/EndemolShineGroup/cosmiconfig-typescript-loader.git","node_modules/@endemolshinegroup/cosmiconfig-typescript-loader"
"client","@eslint-community/eslint-utils","4.9.1","MIT","false","https://github.com/eslint-community/eslint-utils#readme","https://github.com/eslint-community/eslint-utils","node_modules/@eslint-community/eslint-utils"
"client","@eslint/eslintrc","0.4.3","MIT","false","https://github.com/eslint/eslintrc#readme","eslint/eslintrc","node_modules/@eslint/eslintrc"
"server","@foliojs-fork/fontkit","1.9.2","MIT","false","","git://github.com/foliojs-fork/fontkit.git","server/node_modules/@foliojs-fork/fontkit"
"server","@foliojs-fork/linebreak","1.1.2","MIT","false","https://github.com/foliojs-fork/linebreaker","https://github.com/foliojs-fork/linebreaker.git","server/node_modules/@foliojs-fork/linebreak"
"server","@foliojs-fork/pdfkit","0.15.3","MIT","false","http://pdfkit.org/","https://github.com/foliojs-fork/pdfkit.git","server/node_modules/@foliojs-fork/pdfkit"
"server","@foliojs-fork/restructure","2.0.2","MIT","false","https://github.com/foliojs-fork/restructure","git://github.com/foliojs-fork/restructure.git","server/node_modules/@foliojs-fork/restructure"
"client","@fortawesome/fontawesome-common-types","0.2.36","MIT","false","https://fontawesome.com","https://github.com/FortAwesome/Font-Awesome","node_modules/@fortawesome/fontawesome-common-types"
"client","@fortawesome/fontawesome-svg-core","1.2.36","MIT","true","https://fontawesome.com","https://github.com/FortAwesome/Font-Awesome","node_modules/@fortawesome/fontawesome-svg-core"
"client","@fullcalendar/core","4.4.2","MIT","true","https://fullcalendar.io/","https://github.com/fullcalendar/fullcalendar.git","node_modules/@fullcalendar/core"
"client","@fullcalendar/daygrid","4.4.2","MIT","true","https://fullcalendar.io/","https://github.com/fullcalendar/fullcalendar.git","node_modules/@fullcalendar/daygrid"
"client","@fullcalendar/interaction","4.4.2","MIT","true","https://fullcalendar.io/","https://github.com/fullcalendar/fullcalendar.git","node_modules/@fullcalendar/interaction"
"client","@fullcalendar/list","4.4.2","MIT","true","https://fullcalendar.io/","https://github.com/fullcalendar/fullcalendar.git","node_modules/@fullcalendar/list"
"client","@fullcalendar/moment-timezone","4.4.2","MIT","true","https://fullcalendar.io/","https://github.com/fullcalendar/fullcalendar.git","node_modules/@fullcalendar/moment-timezone"
"client","@fullcalendar/timegrid","4.4.2","MIT","true","https://fullcalendar.io/","https://github.com/fullcalendar/fullcalendar.git","node_modules/@fullcalendar/timegrid"
"client","@fullcalendar/vue","4.4.2","MIT","true","","https://github.com/fullcalendar/fullcalendar-vue.git","node_modules/@fullcalendar/vue"
"server","@graphql-tools/batch-execute","8.5.1","MIT","false","","ardatan/graphql-tools","server/node_modules/@graphql-tools/batch-execute"
"server","@graphql-tools/delegate","8.8.1","MIT","false","","ardatan/graphql-tools","server/node_modules/@graphql-tools/delegate"
"server","@graphql-tools/merge","9.1.9","MIT","false","","ardatan/graphql-tools","server/node_modules/@graphql-tools/merge"
"server","@graphql-tools/schema","10.0.33","MIT","true","","ardatan/graphql-tools","server/node_modules/@graphql-tools/schema"
"server","@graphql-tools/utils","11.1.0","MIT","false","","ardatan/graphql-tools","server/node_modules/@graphql-tools/utils"
"server","@graphql-typed-document-node/core","3.2.0","MIT","false","","git@github.com:dotansimha/graphql-typed-document-node.git","server/node_modules/@graphql-typed-document-node/core"
"server","@img/colour","1.1.0","MIT","false","","git+https://github.com/lovell/colour.git","server/node_modules/@img/colour"
"server","@ioredis/commands","1.5.1","MIT","false","https://github.com/ioredis/commands","https://github.com/ioredis/commands.git","server/node_modules/@ioredis/commands"
"client","@istanbuljs/schema","0.1.6","MIT","false","https://github.com/istanbuljs/schema#readme","git+https://github.com/istanbuljs/schema.git","node_modules/@istanbuljs/schema"
"server","@istanbuljs/schema","0.1.6","MIT","false","https://github.com/istanbuljs/schema#readme","git+https://github.com/istanbuljs/schema.git","server/node_modules/@istanbuljs/schema"
"client","@jest/console","27.5.1","MIT","false","","https://github.com/facebook/jest.git","node_modules/@jest/console"
"server","@jest/console","29.7.0","MIT","false","","https://github.com/jestjs/jest.git","server/node_modules/@jest/console"
"client","@jest/core","27.5.1","MIT","false","https://jestjs.io/","https://github.com/facebook/jest","node_modules/@jest/core"
"server","@jest/core","29.7.0","MIT","false","https://jestjs.io/","https://github.com/jestjs/jest.git","server/node_modules/@jest/core"
"client","@jest/environment","27.5.1","MIT","false","","https://github.com/facebook/jest.git","node_modules/@jest/environment"
"server","@jest/environment","29.7.0","MIT","false","","https://github.com/jestjs/jest.git","server/node_modules/@jest/environment"
"server","@jest/expect","29.7.0","MIT","false","","https://github.com/jestjs/jest.git","server/node_modules/@jest/expect"
"server","@jest/expect-utils","29.7.0","MIT","false","","https://github.com/jestjs/jest.git","server/node_modules/@jest/expect-utils"
"client","@jest/fake-timers","27.5.1","MIT","false","","https://github.com/facebook/jest.git","node_modules/@jest/fake-timers"
"server","@jest/fake-timers","29.7.0","MIT","false","","https://github.com/jestjs/jest.git","server/node_modules/@jest/fake-timers"
"client","@jest/globals","27.5.1","MIT","false","","https://github.com/facebook/jest.git","node_modules/@jest/globals"
"server","@jest/globals","29.7.0","MIT","false","","https://github.com/jestjs/jest.git","server/node_modules/@jest/globals"
"client","@jest/reporters","27.5.1","MIT","false","https://jestjs.io/","https://github.com/facebook/jest","node_modules/@jest/reporters"
"server","@jest/reporters","29.7.0","MIT","false","https://jestjs.io/","https://github.com/jestjs/jest.git","server/node_modules/@jest/reporters"
"client","@jest/schemas","28.1.3","MIT","false","","https://github.com/facebook/jest.git","node_modules/@jest/schemas"
"server","@jest/schemas","29.6.3","MIT","false","","https://github.com/jestjs/jest.git","server/node_modules/@jest/schemas"
"client","@jest/source-map","27.5.1","MIT","false","","https://github.com/facebook/jest.git","node_modules/@jest/source-map"
"server","@jest/source-map","29.6.3","MIT","false","","https://github.com/jestjs/jest.git","server/node_modules/@jest/source-map"
"client","@jest/test-result","27.5.1","MIT","false","","https://github.com/facebook/jest.git","node_modules/@jest/test-result"
"server","@jest/test-result","29.7.0","MIT","false","","https://github.com/jestjs/jest.git","server/node_modules/@jest/test-result"
"client","@jest/test-sequencer","27.5.1","MIT","false","","https://github.com/facebook/jest.git","node_modules/@jest/test-sequencer"
"server","@jest/test-sequencer","29.7.0","MIT","false","","https://github.com/jestjs/jest.git","server/node_modules/@jest/test-sequencer"
"client","@jest/transform","27.5.1","MIT","false","","https://github.com/facebook/jest.git","node_modules/@jest/transform"
"server","@jest/transform","29.7.0","MIT","false","","https://github.com/jestjs/jest.git","server/node_modules/@jest/transform"
"client","@jest/types","27.5.1","MIT","false","","https://github.com/facebook/jest.git","node_modules/@jest/types"
"server","@jest/types","29.6.3","MIT","false","","https://github.com/jestjs/jest.git","server/node_modules/@jest/types"
"client","@jridgewell/gen-mapping","0.3.13","MIT","false","https://github.com/jridgewell/sourcemaps/tree/main/packages/gen-mapping","git+https://github.com/jridgewell/sourcemaps.git","node_modules/@jridgewell/gen-mapping"
"server","@jridgewell/gen-mapping","0.3.13","MIT","false","https://github.com/jridgewell/sourcemaps/tree/main/packages/gen-mapping","git+https://github.com/jridgewell/sourcemaps.git","server/node_modules/@jridgewell/gen-mapping"
"client","@jridgewell/remapping","2.3.5","MIT","false","https://github.com/jridgewell/sourcemaps/tree/main/packages/remapping","git+https://github.com/jridgewell/sourcemaps.git","node_modules/@jridgewell/remapping"
"server","@jridgewell/remapping","2.3.5","MIT","false","https://github.com/jridgewell/sourcemaps/tree/main/packages/remapping","git+https://github.com/jridgewell/sourcemaps.git","server/node_modules/@jridgewell/remapping"
"client","@jridgewell/resolve-uri","3.1.2","MIT","false","","https://github.com/jridgewell/resolve-uri","node_modules/@jridgewell/resolve-uri"
"server","@jridgewell/resolve-uri","3.1.2","MIT","false","","https://github.com/jridgewell/resolve-uri","server/node_modules/@jridgewell/resolve-uri"
"client","@jridgewell/set-array","1.2.1","MIT","false","","https://github.com/jridgewell/set-array","node_modules/@jridgewell/set-array"
"client","@jridgewell/source-map","0.3.11","MIT","false","https://github.com/jridgewell/sourcemaps/tree/main/packages/source-map","git+https://github.com/jridgewell/sourcemaps.git","node_modules/@jridgewell/source-map"
"client","@jridgewell/sourcemap-codec","1.5.5","MIT","false","https://github.com/jridgewell/sourcemaps/tree/main/packages/sourcemap-codec","git+https://github.com/jridgewell/sourcemaps.git","node_modules/@jridgewell/sourcemap-codec"
"server","@jridgewell/sourcemap-codec","1.5.5","MIT","false","https://github.com/jridgewell/sourcemaps/tree/main/packages/sourcemap-codec","git+https://github.com/jridgewell/sourcemaps.git","server/node_modules/@jridgewell/sourcemap-codec"
"client","@jridgewell/trace-mapping","0.3.31","MIT","false","https://github.com/jridgewell/sourcemaps/tree/main/packages/trace-mapping","git+https://github.com/jridgewell/sourcemaps.git","node_modules/@jridgewell/trace-mapping"
"server","@jridgewell/trace-mapping","0.3.31","MIT","false","https://github.com/jridgewell/sourcemaps/tree/main/packages/trace-mapping","git+https://github.com/jridgewell/sourcemaps.git","server/node_modules/@jridgewell/trace-mapping"
"client","@leichtgewicht/ip-codec","2.0.5","MIT","false","https://github.com/martinheidegger/ip-codec#readme","git+https://github.com/martinheidegger/ip-codec.git","node_modules/@leichtgewicht/ip-codec"
"server","@msgpackr-extract/msgpackr-extract-win32-x64","3.0.3","MIT","false","","http://github.com/kriszyp/msgpackr-extract","server/node_modules/@msgpackr-extract/msgpackr-extract-win32-x64"
"server","@nodable/entities","2.1.1","MIT","false","","git+https://github.com/nodable/val-parsers.git","server/node_modules/@nodable/entities"
"client","@node-ipc/js-queue","2.0.3","MIT","false","https://github.com/node-ipc/js-queue#readme","git+https://github.com/node-ipc/js-queue.git","node_modules/@node-ipc/js-queue"
"client","@nodelib/fs.scandir","2.1.5","MIT","false","","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.scandir","node_modules/@nodelib/fs.scandir"
"client","@nodelib/fs.stat","2.0.5","MIT","false","","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.stat","node_modules/@nodelib/fs.stat"
"client","@nodelib/fs.walk","1.2.8","MIT","false","","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.walk","node_modules/@nodelib/fs.walk"
"client","@oclif/color","1.0.13","MIT","false","https://github.com/oclif/color","oclif/color","node_modules/@oclif/color"
"client","@oclif/command","1.8.16","MIT","false","https://github.com/oclif/command","oclif/command","node_modules/@oclif/command"
"client","@oclif/config","1.18.3","MIT","false","https://github.com/oclif/config","oclif/config","node_modules/@oclif/config"
"client","@oclif/core","1.26.2","MIT","false","https://github.com/oclif/core","oclif/core","node_modules/@oclif/core"
"client","@oclif/errors","1.3.5","MIT","false","https://github.com/oclif/errors","oclif/errors","node_modules/@oclif/errors"
"client","@oclif/help","1.0.15","MIT","false","https://github.com/oclif/help#readme","oclif/help","node_modules/@oclif/help"
"client","@oclif/parser","3.8.17","MIT","false","https://github.com/oclif/parser","oclif/parser","node_modules/@oclif/parser"
"client","@oclif/plugin-autocomplete","1.3.0","MIT","false","https://github.com/oclif/plugin-autocomplete","oclif/plugin-autocomplete","node_modules/@oclif/plugin-autocomplete"
"client","@oclif/plugin-help","5.1.12","MIT","false","https://github.com/oclif/plugin-help","oclif/plugin-help","node_modules/@oclif/plugin-help"
"client","@oclif/plugin-not-found","2.3.1","MIT","false","https://github.com/oclif/plugin-not-found","oclif/plugin-not-found","node_modules/@oclif/plugin-not-found"
"client","@oclif/plugin-plugins","2.1.0","MIT","false","https://github.com/oclif/plugin-plugins","oclif/plugin-plugins","node_modules/@oclif/plugin-plugins"
"client","@oclif/plugin-warn-if-update-available","2.0.4","MIT","false","https://github.com/oclif/plugin-warn-if-update-available","oclif/plugin-warn-if-update-available","node_modules/@oclif/plugin-warn-if-update-available"
"client","@oclif/screen","3.0.8","MIT","false","https://github.com/oclif/screen","oclif/screen","node_modules/@oclif/screen"
"client","@one-ini/wasm","0.1.1","MIT","false","","https://github.com/one-ini/core","node_modules/@one-ini/wasm"
"client","@pkgjs/parseargs","0.11.0","MIT","false","https://github.com/pkgjs/parseargs#readme","git@github.com:pkgjs/parseargs.git","node_modules/@pkgjs/parseargs"
"client","@polka/url","1.0.0-next.29","MIT","false","","lukeed/polka","node_modules/@polka/url"
"client","@samverschueren/stream-to-observable","0.3.1","MIT","false","","SamVerschueren/stream-to-observable","node_modules/@samverschueren/stream-to-observable"
"client","@sinclair/typebox","0.24.51","MIT","false","","https://github.com/sinclairzx81/typebox","node_modules/@sinclair/typebox"
"server","@sinclair/typebox","0.27.10","MIT","false","","https://github.com/sinclairzx81/typebox-legacy","server/node_modules/@sinclair/typebox"
"server","@so-ric/colorspace","1.1.6","MIT","false","https://github.com/so-ric/colorspace","https://github.com/so-ric/colorspace","server/node_modules/@so-ric/colorspace"
"client","@soda/friendly-errors-webpack-plugin","1.8.1","MIT","false","","git+https://github.com/sodatea/friendly-errors-webpack-plugin.git","node_modules/@soda/friendly-errors-webpack-plugin"
"client","@soda/get-current-script","1.0.2","MIT","false","","https://github.com/sodatea/get-current-script.git","node_modules/@soda/get-current-script"
"server","@standard-schema/spec","1.1.0","MIT","false","https://standardschema.dev","https://github.com/standard-schema/standard-schema","server/node_modules/@standard-schema/spec"
"client","@tootallnate/once","1.1.2","MIT","false","","git://github.com/TooTallNate/once.git","node_modules/@tootallnate/once"
"server","@tsconfig/node10","1.0.12","MIT","false","","https://github.com/tsconfig/bases.git","server/node_modules/@tsconfig/node10"
"server","@tsconfig/node12","1.0.11","MIT","false","","https://github.com/tsconfig/bases.git","server/node_modules/@tsconfig/node12"
"server","@tsconfig/node14","1.0.3","MIT","false","","https://github.com/tsconfig/bases.git","server/node_modules/@tsconfig/node14"
"server","@tsconfig/node16","1.0.4","MIT","false","","https://github.com/tsconfig/bases.git","server/node_modules/@tsconfig/node16"
"client","@tweenjs/tween.js","25.0.0","MIT","false","https://github.com/tweenjs/tween.js","https://github.com/tweenjs/tween.js.git","node_modules/@tweenjs/tween.js"
"client","@types/accepts","1.3.7","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/accepts","https://github.com/DefinitelyTyped/DefinitelyTyped.git","node_modules/@types/accepts"
"client","@types/babel__core","7.20.5","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/babel__core","https://github.com/DefinitelyTyped/DefinitelyTyped.git","node_modules/@types/babel__core"
"server","@types/babel__core","7.20.5","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/babel__core","https://github.com/DefinitelyTyped/DefinitelyTyped.git","server/node_modules/@types/babel__core"
"client","@types/babel__generator","7.27.0","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/babel__generator","https://github.com/DefinitelyTyped/DefinitelyTyped.git","node_modules/@types/babel__generator"
"server","@types/babel__generator","7.27.0","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/babel__generator","https://github.com/DefinitelyTyped/DefinitelyTyped.git","server/node_modules/@types/babel__generator"
"client","@types/babel__template","7.4.4","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/babel__template","https://github.com/DefinitelyTyped/DefinitelyTyped.git","node_modules/@types/babel__template"
"server","@types/babel__template","7.4.4","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/babel__template","https://github.com/DefinitelyTyped/DefinitelyTyped.git","server/node_modules/@types/babel__template"
"client","@types/babel__traverse","7.28.0","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/babel__traverse","https://github.com/DefinitelyTyped/DefinitelyTyped.git","node_modules/@types/babel__traverse"
"server","@types/babel__traverse","7.28.0","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/babel__traverse","https://github.com/DefinitelyTyped/DefinitelyTyped.git","server/node_modules/@types/babel__traverse"
"server","@types/bcryptjs","2.4.6","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/bcryptjs","https://github.com/DefinitelyTyped/DefinitelyTyped.git","server/node_modules/@types/bcryptjs"
"client","@types/body-parser","1.19.0","MIT","false","","https://github.com/DefinitelyTyped/DefinitelyTyped.git","node_modules/@types/body-parser"
"client","@types/bonjour","3.5.13","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/bonjour","https://github.com/DefinitelyTyped/DefinitelyTyped.git","node_modules/@types/bonjour"
"client","@types/connect","3.4.38","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/connect","https://github.com/DefinitelyTyped/DefinitelyTyped.git","node_modules/@types/connect"
"client","@types/connect-history-api-fallback","1.5.4","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/connect-history-api-fallback","https://github.com/DefinitelyTyped/DefinitelyTyped.git","node_modules/@types/connect-history-api-fallback"
"client","@types/content-disposition","0.5.9","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/content-disposition","https://github.com/DefinitelyTyped/DefinitelyTyped.git","node_modules/@types/content-disposition"
"client","@types/cookies","0.9.2","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/cookies","https://github.com/DefinitelyTyped/DefinitelyTyped.git","node_modules/@types/cookies"
"client","@types/cors","2.8.10","MIT","false","","https://github.com/DefinitelyTyped/DefinitelyTyped.git","node_modules/@types/cors"
"client","@types/eslint","8.56.12","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/eslint","https://github.com/DefinitelyTyped/DefinitelyTyped.git","node_modules/@types/eslint"
"client","@types/estree","1.0.9","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/estree","https://github.com/DefinitelyTyped/DefinitelyTyped.git","node_modules/@types/estree"
"client","@types/express","4.17.25","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/express","https://github.com/DefinitelyTyped/DefinitelyTyped.git","node_modules/@types/express"
"client","@types/express-serve-static-core","4.19.8","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/express-serve-static-core","https://github.com/DefinitelyTyped/DefinitelyTyped.git","node_modules/@types/express-serve-static-core"
"client","@types/fs-capacitor","2.0.0","MIT","false","","https://github.com/DefinitelyTyped/DefinitelyTyped.git","node_modules/@types/fs-capacitor"
"client","@types/graceful-fs","4.1.9","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/graceful-fs","https://github.com/DefinitelyTyped/DefinitelyTyped.git","node_modules/@types/graceful-fs"
"server","@types/graceful-fs","4.1.9","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/graceful-fs","https://github.com/DefinitelyTyped/DefinitelyTyped.git","server/node_modules/@types/graceful-fs"
"client","@types/html-minifier-terser","6.1.0","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/html-minifier-terser","https://github.com/DefinitelyTyped/DefinitelyTyped.git","node_modules/@types/html-minifier-terser"
"client","@types/http-assert","1.5.6","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/http-assert","https://github.com/DefinitelyTyped/DefinitelyTyped.git","node_modules/@types/http-assert"
"client","@types/http-errors","2.0.5","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/http-errors","https://github.com/DefinitelyTyped/DefinitelyTyped.git","node_modules/@types/http-errors"
"client","@types/http-proxy","1.17.17","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/http-proxy","https://github.com/DefinitelyTyped/DefinitelyTyped.git","node_modules/@types/http-proxy"
"client","@types/istanbul-lib-coverage","2.0.6","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/istanbul-lib-coverage","https://github.com/DefinitelyTyped/DefinitelyTyped.git","node_modules/@types/istanbul-lib-coverage"
"server","@types/istanbul-lib-coverage","2.0.6","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/istanbul-lib-coverage","https://github.com/DefinitelyTyped/DefinitelyTyped.git","server/node_modules/@types/istanbul-lib-coverage"
"client","@types/istanbul-lib-report","3.0.3","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/istanbul-lib-report","https://github.com/DefinitelyTyped/DefinitelyTyped.git","node_modules/@types/istanbul-lib-report"
"server","@types/istanbul-lib-report","3.0.3","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/istanbul-lib-report","https://github.com/DefinitelyTyped/DefinitelyTyped.git","server/node_modules/@types/istanbul-lib-report"
"client","@types/istanbul-reports","3.0.4","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/istanbul-reports","https://github.com/DefinitelyTyped/DefinitelyTyped.git","node_modules/@types/istanbul-reports"
"server","@types/istanbul-reports","3.0.4","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/istanbul-reports","https://github.com/DefinitelyTyped/DefinitelyTyped.git","server/node_modules/@types/istanbul-reports"
"client","@types/jest","27.5.2","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/jest","https://github.com/DefinitelyTyped/DefinitelyTyped.git","node_modules/@types/jest"
"client","@types/json-schema","7.0.15","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/json-schema","https://github.com/DefinitelyTyped/DefinitelyTyped.git","node_modules/@types/json-schema"
"server","@types/jsonwebtoken","7.2.8","MIT","false","","https://github.com/DefinitelyTyped/DefinitelyTyped.git","server/node_modules/@types/jsonwebtoken"
"client","@types/keygrip","1.0.6","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/keygrip","https://github.com/DefinitelyTyped/DefinitelyTyped.git","node_modules/@types/keygrip"
"client","@types/koa","3.0.3","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/koa","https://github.com/DefinitelyTyped/DefinitelyTyped.git","node_modules/@types/koa"
"client","@types/koa-compose","3.2.9","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/koa-compose","https://github.com/DefinitelyTyped/DefinitelyTyped.git","node_modules/@types/koa-compose"
"server","@types/lodash","4.17.24","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/lodash","https://github.com/DefinitelyTyped/DefinitelyTyped.git","server/node_modules/@types/lodash"
"client","@types/long","4.0.2","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/long","https://github.com/DefinitelyTyped/DefinitelyTyped.git","node_modules/@types/long"
"server","@types/long","4.0.2","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/long","https://github.com/DefinitelyTyped/DefinitelyTyped.git","server/node_modules/@types/long"
"client","@types/mime","1.3.5","MIT","false","https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/mime","https://github.com/DefinitelyTyped/DefinitelyTyped.git","node_modules/@types/mime"
